32752,32688,32752,32752,32912,33104,33296,33392,33360,33392,33520,33712,33905,33969,33873,33841,33969,34065,34257,34385,34257,34161,34417,34385,34449,34385,34257,34001,33905,33809,33744,33520,33232,33072,32912,32816,32688,32496,32272,32080,32016,31952,31952,31952,31760,31535,31535,31567,31535,31503,31407,31343,31343,31407,31471,31439,31343,31279,31279,31311,31407,31375,31247,31247,31279,31311,31375,31503,31343,31279,31375,31471,31503,31471,31503,31375,31407,31311,31407,31503,31471,31439,31599,31663,31792,31920,31856,31920,31856,31984,32112,32144,32176,32208,32304,32304,32464,32432,32368,32240,32144,32112,32144,32080,31888,31760,31599,31567,31503,31471,31215,31119,31215,31151,31247,31279,31151,30959,31055,31087,31055,31023,30991,30895,30991,31119,31375,31599,31695,31920,32240,32720,33296,33712,34033,34385,34865,35249,35633,35986,36274,36882,37682,38771,40052,41492,42997,44374,45654,46167,45302,43381,40660,37682,35185,33680,32816,32016,31311,30991,30927,30959,30959,30735,30415,30351,30319,30319,30351,30255,30191,30095,30159,30191,30159,30127,30063,30031,30063,30127,30095,30063,30031,29967,30031,30095,30159,30095,29999,29935,29935,29967,30095,30031,29935,29807,29871,29871,29903,30031,29967,29935,29935,29967,30063,30095,30095,30095,30095,30223,30319,30351,30319,30415,30543,30767,30927,30959,30927,31023,31151,31343,31471,31567,31503,31567,31663,31792,31952,31952,31792,31631,31631,31695,31695,31567,31375,31215,31087,31119,31183,31151,31087,30959,30895,30959,30895,30991,30927,30863,30703,30799,31023,31023,30959,30895,30863,30927,30927,31023,30927,30831,30831,30895,30959,30927,30831,30799,30895,30991,31087,31087,30991,30863,30863,30863,31055,31055,30927,30927,30959,30991,31119,31151,31119,30959,31023,31151,31247,31215
30095,30159,30095,29999,29935,29935,29967,30095,30031,29935,29807,29871,29871,29903,30031,29967,29935,29935,29967,30063,30095,30095,30095,30095,30223,30319,30351,30319,30415,30543,30767,30927,30959,30927,31023,31151,31343,31471,31567,31503,31567,31663,31792,31952,31952,31792,31631,31631,31695,31695,31567,31375,31215,31087,31119,31183,31151,31087,30959,30895,30959,30895,30991,30927,30863,30703,30799,31023,31023,30959,30895,30863,30927,30927,31023,30927,30831,30831,30895,30959,30927,30831,30799,30895,30991,31087,31087,30991,30863,30863,30863,31055,31055,30927,30927,30959,30991,31119,31151,31119,30959,31023,31151,31247,31215,31087,31023,31087,31247,31375,31407,31375,31407,31535,31663,31792,31824,31792,31856,31888,32176,32336,32432,32368,32272,32496,32720,33040,33328,33456,33616,33776,34257,34641,34897,35217,35601,36018,36562,36978,37458,37874,38323,38739,39251,39699,40276,40788,40980,40948,40820,40564,40276,40244,40020,39923,39827,39859,39763,39539,39411,39219,39219,39347,39475,39315,38931,38451,37714,36786,35409,33873,32432,31599,30927,30415,30127,29807,29646,29518,29390,29262,29230,29038,28846,28814,28910,28910,28846,28814,28654,28622,28686,28686,28622,28462,28334,28270,28302,28430,28366,28270,28174,28142,28238,28238,28270,28142,27982,27918,27982,28014,27950,27854,27694,27822,27854,27918,27918,27886,27790,27790,27758,27982,28014,27950,27886,27982,28014,28078,28142,28174,28078,28238,28366,28558,28686,28750,28846,29070,29294,29518,29711,29678,29711,29775,30095,30383,30511,30607,30639,30735,30831,30991,31055,31023,30895,30895,30895,30959,31023,30927,30767,30735,30831,30927,30895,30831,30831,30799,30799,30895,30767,30735,30575,30607,30575,30767,30799,30607,30543,30575,30735,30799,30895,30671,30639,30511,30575,30799
30735,30575,30607,30575,30767,30799,30607,30543,30575,30735,30799,30895,30671,30639,30511,30575,30799,30831,30703,30671,30607,30767,30959,30959,30895,30767,30799,30863,30959,30991,30895,30831,30799,30895,31023,31055,30927,30991,30927,31151,31183,31183,31055,31023,31055,31119,31247,31119,31055,30959,30991,31087,31247,31279,31151,31087,31183,31247,31343,31375,31183,31151,31119,31119,31183,31215,31119,31151,31119,31247,31343,31311,31279,31119,31279,31343,31407,31407,31311,31343,31311,31631,31824,31888,31824,31760,31856,32048,32176,32304,32304,32176,32240,32272,32368,32272,32112,31984,31792,31856,31952,31920,31695,31599,31567,31471,31407,31375,31407,31247,31151,31151,31247,31247,31215,31215,31183,31311,31343,31279,31311,31183,31183,31247,31375,31407,31279,31151,31183,31311,31567,31535,31375,31279,31183,31279,31599,32240,32784,33776,35121,36946,39059,40884,42197,42869,42197,40436,38195,35793,33488,31984,31407,31407,31439,31343,31343,31407,31503,31695,31663,31567,31535,31375,31311,31375,31375,31407,31375,31247,31215,31343,31439,31375,31375,31439,31471,31567,31695,31631,31567,31503,31535,31567,31631,31695,31535,31503,31599,31631,31792,31824,31824,31792,31888,31952,32144,32080,31984,32016,32048,32208,32304,32368,32368,32400,32496,32624,32784,32848,32848,32848,32912,33104,33328,33520,33552,33584,33744,33873,34065,34129,34161,34161,34289,34417,34577,34545,34609,34577,34609,34737,34801,34801,34609,34385,34257,34225,34225,34065,33809,33712,33552,33360,33360,33136,32816,32560,32432,32400,32304,32208,31920,31792,31695,31727,31824,31695,31663,31503,31375,31567,31567,31535,31343,31279,31279,31279,31311,31311,31279,31311,31247,31375,31439,31439,31375,31343,31279,31311,31407,31439,31311,31183,31215,31343,31407,31471,31375,31279
33809,33712,33552,33360,33360,33136,32816,32560,32432,32400,32304,32208,31920,31792,31695,31727,31824,31695,31663,31503,31375,31567,31567,31535,31343,31279,31279,31279,31311,31311,31279,31311,31247,31375,31439,31439,31375,31343,31279,31311,31407,31439,31311,31183,31215,31343,31407,31471,31375,31279,31311,31311,31471,31471,31375,31311,31247,31311,31279,31343,31311,31311,31279,31375,31343,31503,31439,31343,31311,31375,31471,31375,31279,31215,31279,31375,31407,31439,31471,31567,31663,31824,31888,31920,31856,31888,31888,32048,32144,32240,32080,32144,32048,32080,32144,32112,32016,31888,31888,31888,31792,31760,31535,31503,31343,31375,31311,31247,31087,30991,30991,31119,31247,31375,31279,31407,31471,31727,32144,32464,32912,33200,33616,34065,34545,35025,35441,35729,36114,36530,36946,37298,37650,38003,38419,38771,39347,39923,40660,41588,42261,42709,43349,43957,44438,45046,45462,45558,44918,43221,41076,38931,36914,35345,34001,32880,31952,31183,30863,30671,30671,30575,30351,30127,30031,29999,29967,29839,29743,29614,29550,29614,29711,29678,29646,29518,29518,29614,29678,29614,29518,29454,29326,29486,29550,29518,29422,29294,29198,29230,29294,29294,29230,29134,29102,29198,29230,29262,29166,29038,28974,29038,29102,29070,28974,28910,28910,28974,29102,29038,29038,28974,29070,29102,29230,29230,29230,29294,29358,29422,29518,29582,29582,29678,29775,29935,30127,30319,30255,30319,30383,30511,30703,30895,30863,30927,30991,31119,31279,31343,31407,31439,31471,31535,31631,31567,31471,31343,31279,31311,31279,31311,31247,31087,31087,31119,31215,31215,31119,31055,31023,31087,31215,31215,31151,31087,31087,31087,31183,31183,31055,30991,30927,31023,31151,31183,31151,31055,31023,31151,31215,31215,31119,30991,31055,31215,31311,31247,31343,31311
29230,29294,29294,29230,29134,29102,29198,29230,29262,29166,29038,28974,29038,29102,29070,28974,28910,28910,28974,29102,29038,29038,28974,29070,29102,29230,29230,29230,29294,29358,29422,29518,29582,29582,29678,29775,29935,30127,30319,30255,30319,30383,30511,30703,30895,30863,30927,30991,31119,31279,31343,31407,31439,31471,31535,31631,31567,31471,31343,31279,31311,31279,31311,31247,31087,31087,31119,31215,31215,31119,31055,31023,31087,31215,31215,31151,31087,31087,31087,31183,31183,31055,30991,30927,31023,31151,31183,31151,31055,31023,31151,31215,31215,31119,30991,31055,31215,31311,31247,31343,31311,31439,31631,31888,32016,32176,32368,32624,33008,33392,33680,34065,34417,34769,35153,35761,36210,36498,36722,37074,37490,37939,38195,38387,38579,38835,39187,39411,39443,39315,39059,38739,38675,38675,38451,38163,38003,38067,38035,37971,37971,37810,37778,37939,38259,38675,38707,38259,37682,36850,36050,34929,33648,32592,31824,31279,30959,30831,30671,30575,30383,30351,30415,30511,30479,30415,30223,30127,30191,30159,30063,29871,29775,29711,29711,29678,29646,29422,29262,29070,29102,29038,28974,28782,28686,28622,28686,28558,28622,28526,28430,28366,28366,28430,28462,28366,28142,28046,28078,28238,28270,28142,27950,28046,28142,28174,28110,28174,28110,28078,28174,28302,28238,28334,28302,28334,28462,28654,28750,28814,28814,28910,29006,29358,29486,29582,29646,29743,29935,30095,30191,30255,30319,30447,30607,30703,30831,30767,30543,30543,30607,30671,30767,30703,30575,30575,30575,30703,30671,30639,30575,30447,30575,30607,30639,30607,30511,30447,30543,30671,30639,30575,30415,30479,30575,30767,30703,30703,30575,30671,30703,30863,30863,30799,30703,30671,30767,30831,30831,30767,30639,30703,30799,30959,30991,30895,30767,30767,30863,30959
30959,30959,31087,30991,30959,30831,30959,31119,31215,31119,31023,31055,31087,31151,31119,31119,31023,30991,31023,31087,31087,31023,30959,30959,31055,31151,31119,31087,30991,31055,31055,31247,31151,31023,30991,30863,30991,31087,31183,31215,31055,30959,31055,31119,31151,31055,30991,30927,31023,31119,31151,31183,31055,31119,31151,31247,31279,31119,30959,30927,30991,31119,31183,31151,30959,30895,30959,31087,31151,31119,30991,30991,31119,31247,31247,31151,31087,31055,31119,31215,31215,31119,31023,31151,31343,31567,31631,31567,31503,31599,31695,31760,31952,32016,31952,31952,32048,32016,31920,31888,31695,31631,31599,31695,31631,31503,31343,31247,31215,31247,31215,31087,30927,30927,30895,31087,31151,31055,30959,30927,31023,31023,31055,31023,30927,30895,31055,31183,31215,31087,31055,31087,31119,31055,30959,30735,31023,31471,32208,33168,34449,35890,37618,39507,41268,42325,41908,40148,37874,35633,33488,32272,31567,31279,31087,31023,31087,31247,31407,31375,31183,31023,31023,31215,31183,30959,30895,30767,30895,30895,30991,30959,30863,30831,30927,31119,31215,31183,31055,31055,30991,31183,31215,31215,31023,31055,31055,31183,31183,31183,31215,31215,31343,31407,31503,31375,31311,31343,31471,31567,31663,31663,31567,31599,31727,31920,31856,31888,31920,31888,31952,32144,32336,32368,32208,32304,32528,32624,32752,32720,32624,32752,32912,33136,33328,33296,33232,33264,33392,33552,33616,33648,33616,33680,33712,33873,33937,33841,33744,33712,33584,33712,33648,33488,33232,33072,32976,32944,32784,32752,32400,32208,32080,32016,31920,31760,31599,31343,31343,31343,31375,31311,31215,31055,31087,31247,31215,31151,31023,30991,31055,31055,31119,31023,30927,30863,30959,31023,31087,31119,30991,30991,31023,31087,31119,31023,30927,30927,30927,31055
31311,31343,31471,31567,31663,31663,31567,31599,31727,31920,31856,31888,31920,31888,31952,32144,32336,32368,32208,32304,32528,32624,32752,32720,32624,32752,32912,33136,33328,33296,33232,33264,33392,33552,33616,33648,33616,33680,33712,33873,33937,33841,33744,33712,33584,33712,33648,33488,33232,33072,32976,32944,32784,32752,32400,32208,32080,32016,31920,31760,31599,31343,31343,31343,31375,31311,31215,31055,31087,31247,31215,31151,31023,30991,31055,31055,31119,31023,30927,30863,30959,31023,31087,31119,30991,30991,31023,31087,31119,31023,30927,30927,30927,31055,31087,30991,30927,30927,31023,31215,31279,31087,30959,30863,30991,31087,31055,30959,30895,30927,30927,31023,31151,31119,31087,31183,31215,31375,31375,31343,31407,31439,31599,31792,32016,32176,32336,32624,32912,33328,33712,33937,34257,34609,34993,35601,35922,36210,36370,36690,37106,37554,38003,38323,38611,39059,39731,40404,40884,40820,40500,40148,39891,39795,39539,39251,38899,38931,38899,38963,38931,38739,38611,38611,38675,38579,38067,37490,36370,35121,33744,32496,31247,30511,29871,29454,29294,29198,29134,28878,28654,28494,28462,28494,28494,28430,28270,28174,28270,28206,28142,28110,27950,27886,27822,27886,27790,27726,27597,27533,27565,27565,27533,27501,27341,27213,27277,27309,27309,27213,27085,26957,27021,27117,27213,27181,27085,27021,27085,27149,27181,27117,27117,27117,27245,27309,27501,27565,27533,27662,27918,28174,28366,28494,28590,28782,29006,29326,29454,29454,29582,29678,29903,30191,30383,30351,30351,30351,30479,30671,30671,30671,30479,30447,30479,30607,30575,30479,30415,30351,30383,30479,30575,30447,30351,30351,30383,30543,30575,30383,30415,30287,30319,30447,30479,30511,30351,30383,30479,30543,30607,30511,30447,30415,30479,30511,30543,30479,30447,30479
30479,30415,30351,30383,30479,30575,30447,30351,30351,30383,30543,30575,30383,30415,30287,30319,30447,30479,30511,30351,30383,30479,30543,30607,30511,30447,30415,30479,30511,30543,30479,30447,30479,30511,30671,30671,30607,30575,30447,30543,30607,30703,30639,30479,30543,30543,30735,30799,30703,30735,30703,30799,30863,30895,30831,30767,30735,30767,30895,30895,30863,30799,30735,30927,30959,31023,31023,30895,30863,30959,31087,31151,31055,30959,30863,30991,30959,31055,31119,31055,31055,31183,31375,31535,31567,31535,31535,31599,31727,31888,31824,31888,31984,32048,32176,32304,32112,31888,31792,31792,31824,31760,31663,31439,31343,31311,31407,31375,31279,31215,31055,31183,31151,31087,31119,31023,31023,31055,31151,31151,31119,31023,31023,31151,31183,31247,31247,31151,31119,31183,31311,31311,31247,31151,30991,31055,31375,31952,32656,33584,34801,36530,38547,40532,42005,42581,41716,39571,37074,34577,32816,31984,31599,31439,31311,31343,31471,31471,31407,31279,31279,31343,31247,31055,31055,31119,31247,31343,31343,31247,31183,31279,31343,31311,31311,31151,31183,31279,31407,31439,31407,31375,31439,31535,31535,31727,31599,31567,31535,31663,31727,31792,31792,31760,31824,31920,32016,32144,32208,32240,32240,32304,32496,32560,32656,32688,32688,32816,33008,33104,33296,33360,33392,33488,33776,33937,33969,34065,34065,34129,34449,34513,34545,34577,34513,34673,34865,34865,34897,34673,34545,34417,34353,34257,34033,33648,33456,33360,33264,33136,32880,32624,32432,32304,32272,32176,31984,31888,31663,31727,31695,31792,31727,31599,31535,31599,31695,31663,31599,31407,31311,31311,31535,31535,31503,31407,31247,31311,31471,31439,31375,31439,31375,31471,31567,31663,31567,31439,31375,31407,31439,31471,31471,31375,31407,31471,31631,31631,31599,31535
34545,34577,34513,34673,34865,34865,34897,34673,34545,34417,34353,34257,34033,33648,33456,33360,33264,33136,32880,32624,32432,32304,32272,32176,31984,31888,31663,31727,31695,31792,31727,31599,31535,31599,31695,31663,31599,31407,31311,31311,31535,31535,31503,31407,31247,31311,31471,31439,31375,31439,31375,31471,31567,31663,31567,31439,31375,31407,31439,31471,31471,31375,31407,31471,31631,31631,31599,31535,31439,31535,31663,31567,31599,31439,31439,31503,31631,31727,31760,31792,31856,32080,32112,32240,32240,32176,32240,32368,32496,32624,32464,32368,32272,32336,32400,32368,32208,32112,31952,31984,31952,31888,31599,31503,31439,31407,31471,31375,31375,31215,31215,31247,31407,31407,31407,31247,31215,31183,31311,31247,31215,31087,31023,31183,31311,31311,31311,31247,31279,31247,31375,31439,31343,31183,31119,31215,31663,32208,32912,33873,35185,36850,38739,40468,41780,42389,41620,39923,37586,35409,33552,32272,31695,31375,31183,31087,31151,31183,31343,31439,31407,31311,31247,31119,30991,30927,31119,31055,31055,30927,30959,31055,31215,31247,31279,31151,31087,31119,31183,31247,31247,31183,31119,31183,31311,31247,31343,31343,31311,31407,31567,31631,31567,31407,31503,31599,31695,31760,31727,31727,31727,31824,31984,32112,32272,32144,32208,32272,32496,32656,32688,32752,32784,32880,32944,33200,33328,33296,33424,33584,33776,33905,33776,33841,33873,33937,34001,34065,33969,33809,33712,33616,33552,33424,33296,33008,32752,32624,32464,32336,32080,31856,31599,31535,31535,31471,31375,31183,30991,31023,30991,30991,30959,30799,30703,30703,30735,30831,30767,30703,30671,30703,30767,30735,30575,30607,30543,30607,30735,30703,30575,30511,30575,30703,30767,30735,30671,30543,30543,30639,30767,30799,30799,30511,30511,30607,30735,30735,30831,30671
33328,33296,33424,33584,33776,33905,33776,33841,33873,33937,34001,34065,33969,33809,33712,33616,33552,33424,33296,33008,32752,32624,32464,32336,32080,31856,31599,31535,31535,31471,31375,31183,30991,31023,30991,30991,30959,30799,30703,30703,30735,30831,30767,30703,30671,30703,30767,30735,30575,30607,30543,30607,30735,30703,30575,30511,30575,30703,30767,30735,30671,30543,30543,30639,30767,30799,30799,30511,30511,30607,30735,30735,30831,30671,30703,30735,30799,30831,30767,30607,30639,30639,30671,30767,30735,30575,30607,30703,30895,30991,30959,30991,30959,31119,31279,31279,31247,31375,31375,31503,31599,31727,31695,31599,31599,31599,31567,31535,31567,31695,31888,32080,32528,32912,33200,33488,33680,34225,34737,35249,35633,35890,36178,36658,37234,37746,38195,38579,39091,39795,40500,40820,40724,40532,40276,40180,40180,40052,39763,39571,39443,39411,39251,39155,38963,38963,39059,39091,38899,38195,37138,35537,34033,32624,31503,30479,29775,29262,28910,28814,28814,28750,28654,28334,28206,28110,28110,27982,27950,27758,27662,27629,27694,27662,27565,27469,27469,27469,27469,27501,27277,27245,27181,27149,27149,27149,27149,26925,26829,26765,26893,26957,26861,26797,26701,26701,26733,26701,26637,26605,26573,26605,26701,26765,26669,26669,26669,26733,26829,26957,26957,26893,26893,27053,27245,27405,27565,27501,27533,27758,28046,28302,28430,28558,28654,28878,29166,29358,29422,29486,29518,29775,29871,29999,30063,30063,30031,30127,30095,30127,29967,29935,29871,29839,29935,29871,29903,29743,29711,29775,29903,29871,29807,29743,29807,29839,29903,29935,29871,29711,29646,29582,29646,29711,29743,29646,29518,29646,29807,29807,29678,29646,29550,29614,29711,29743,29678,29711,29646,29743,29807,29871,29839,29807,29807,29807,29935,29935,29903,29775
